,female,other_race,notchi_school,notchi_home,uni_public,acceptance_rate,music,male,caucasian,african_american,latino,asian,chi_school,chi_home,financial_aid,median_income
330,1,0,1,1,0,5.0,0,0,1,0,0,0,0,0,0.0,116390.0
331,1,0,1,1,0,11.0,1,0,1,0,0,0,0,0,2.0,69958.0
332,1,0,1,1,0,5.0,0,0,0,0,0,1,0,0,0.0,111059.0
333,1,0,1,1,0,17.0,0,0,1,0,0,0,0,0,0.0,56667.0
334,0,0,1,1,1,60.0,0,1,0,0,0,1,0,0,0.0,79797.0
335,0,0,1,1,1,89.0,0,1,1,0,0,0,0,0,0.0,69544.0
336,1,0,1,1,1,100.0,1,0,1,0,0,0,0,0,1.5,132754.0
337,0,0,1,1,0,70.0,1,1,1,1,0,0,0,0,0.0,59983.0
338,1,0,1,1,0,6.0,0,0,1,0,0,0,0,0,0.0,171585.0
339,1,0,1,1,0,15.0,1,0,1,0,0,0,0,0,0.0,92566.0
340,1,0,1,1,0,19.0,0,0,1,0,0,0,0,0,0.0,77541.0
341,0,0,1,1,1,60.0,0,1,1,0,0,0,0,0,0.0,132754.0
342,0,1,1,1,0,9.0,0,1,0,0,0,0,0,0,0.0,171585.0
343,1,0,1,1,1,52.0,1,0,1,0,0,0,0,0,0.0,132754.0
344,1,0,0,0,1,60.0,1,0,0,0,1,0,1,1,9.0,52037.0
345,1,0,1,0,1,60.0,1,0,0,0,1,0,0,1,0.0,52037.0
346,1,0,1,1,0,7.2,1,0,1,0,1,0,0,0,0.0,72106.0
347,1,0,0,0,0,8.0,0,0,0,1,0,0,1,1,0.0,55436.0
348,0,0,1,1,0,29.0,1,1,0,0,1,0,0,0,0.0,100806.0
349,1,0,1,1,0,68.0,1,0,1,0,0,0,0,0,0.0,85155.0
350,1,0,1,1,0,68.0,1,0,1,0,0,0,0,0,0.0,56989.0
351,1,0,1,1,0,29.0,1,0,1,0,0,0,0,0,0.0,97596.0
352,0,0,0,0,1,77.0,0,1,0,1,0,0,1,1,0.0,35721.0
353,0,0,1,1,0,13.0,1,1,1,0,0,0,0,0,0.0,171585.0
354,0,0,0,0,1,74.0,1,1,0,0,1,0,1,1,9.0,32716.0
355,1,1,1,1,1,16.0,0,0,0,0,0,0,0,0,0.0,75052.0
356,0,0,1,1,0,22.0,1,1,1,0,0,0,0,0,0.0,101941.0
357,0,0,1,1,0,70.0,1,1,1,0,0,0,0,0,0.0,87216.0
358,1,0,1,1,1,53.0,0,0,1,0,0,0,0,0,2.0,88432.0
359,1,0,1,1,1,16.0,0,0,0,0,0,1,0,0,0.0,85693.0
360,1,0,0,0,0,5.0,0,0,1,0,0,0,1,1,0.0,74841.0
361,0,0,1,1,0,29.0,1,1,1,0,0,0,0,0,0.0,70229.0
362,1,0,1,1,0,70.0,1,0,1,0,0,0,0,0,8.0,68635.0
363,1,0,1,1,0,70.0,1,0,1,0,0,0,0,0,0.0,78326.0
364,1,0,1,1,0,7.0,0,0,0,0,0,1,0,0,0.0,132754.0
365,1,0,1,1,0,29.0,1,0,1,0,0,0,0,0,0.0,132754.0
366,0,0,1,1,0,,1,1,1,1,0,0,0,0,4.0,85693.0
367,1,0,1,1,0,7.0,0,0,1,0,0,0,0,0,0.0,92566.0
368,0,0,0,0,0,46.8,1,1,0,0,0,1,1,1,0.0,37864.0
369,1,0,1,1,0,64.0,1,0,0,1,0,0,0,0,4.0,76038.0
370,0,0,1,1,1,66.0,1,1,1,0,0,0,0,0,0.0,56534.0
371,1,0,1,1,1,44.0,0,0,1,0,0,0,0,0,0.0,53566.0
372,1,0,1,1,1,10.0,1,0,1,0,0,0,0,0,0.0,89093.0
373,1,0,0,0,0,17.1,0,0,1,0,0,0,1,1,0.0,37864.0
374,1,0,0,0,0,5.0,0,0,0,0,0,1,1,1,0.0,74841.0
375,0,0,1,1,0,5.0,0,1,0,0,0,1,0,0,9.0,96162.0
376,1,0,1,1,1,79.0,1,0,1,0,0,0,0,0,0.0,81994.0
377,0,0,1,1,1,52.0,1,1,0,1,0,0,0,0,9.5,76910.0
378,0,0,1,1,1,79.0,1,1,1,0,0,0,0,0,0.0,117473.0
379,1,0,1,1,0,72.3,1,0,1,0,0,0,0,0,1.0,79954.0
380,0,0,1,0,1,89.0,1,1,0,0,1,0,0,1,9.5,42864.0
381,0,0,1,1,0,,0,1,0,0,0,1,0,0,9.0,171585.0
382,1,0,1,1,0,25.0,0,0,0,0,0,1,0,0,0.0,111059.0
383,1,0,1,1,0,29.0,1,0,1,0,0,0,0,0,0.0,137739.0
384,0,0,1,1,1,60.0,1,1,0,0,0,1,0,0,0.0,82617.0
385,0,0,1,1,1,60.0,0,1,1,0,0,0,0,0,0.0,111639.0
386,0,0,1,1,1,82.0,1,1,1,0,0,0,0,0,0.0,66443.0
387,0,1,1,1,0,70.0,1,1,0,0,0,0,0,0,0.0,92566.0
388,1,0,0,0,0,14.0,0,0,1,0,0,0,1,1,0.0,58006.0
389,0,0,1,1,0,67.0,1,1,1,0,0,0,0,0,0.0,92566.0
390,1,0,1,1,1,60.0,0,0,0,0,0,1,0,0,0.5,132754.0
391,0,0,0,0,1,79.0,1,1,1,0,0,0,1,1,1.5,74841.0
392,0,0,1,1,0,47.0,1,1,1,0,0,0,0,0,0.0,101941.0
393,0,0,0,0,0,13.0,1,1,0,1,0,1,1,1,0.0,58006.0
394,1,0,1,1,1,60.0,0,0,0,0,0,1,0,0,2.0,132754.0
395,1,0,1,1,0,11.0,1,0,1,0,0,0,0,0,0.0,68760.0
396,0,0,1,1,0,11.0,1,1,1,0,0,0,0,0,4.0,49578.0
397,1,0,1,0,0,29.0,1,0,1,0,0,0,0,1,0.0,40808.0
398,0,0,1,1,1,60.0,1,1,1,0,0,0,0,0,9.0,132754.0
399,1,0,1,1,1,60.0,0,0,1,0,0,0,0,0,0.0,85693.0
400,0,0,0,0,0,24.0,1,1,1,0,0,0,1,1,0.0,52037.0
401,0,0,1,1,0,70.0,1,1,0,0,0,1,0,0,6.0,52862.0
402,1,0,0,0,0,8.0,0,0,0,0,0,1,1,1,0.0,37864.0
403,0,0,1,1,1,60.0,0,1,1,0,0,0,0,0,0.0,101810.0
404,1,0,0,0,0,8.0,0,0,0,1,0,0,1,1,0.0,31645.0
405,0,0,1,1,0,8.0,0,1,0,0,0,1,0,0,0.0,89822.0
406,1,0,1,1,1,89.0,1,0,1,0,0,0,0,0,0.0,96162.0
407,1,0,0,0,0,5.0,0,0,1,0,1,0,1,1,0.0,31645.0
408,0,0,1,1,0,37.0,1,1,1,0,0,0,0,0,0.0,171585.0
409,1,1,1,1,0,70.0,1,0,0,0,0,0,0,0,0.0,76910.0
410,0,0,1,1,0,62.0,0,1,1,0,1,0,0,0,0.0,81182.0
411,1,0,1,1,0,7.0,0,0,0,0,0,1,0,0,0.0,132754.0
412,1,0,1,1,0,47.0,1,0,0,0,1,0,0,0,0.0,89741.0
413,1,0,1,1,0,94.0,1,0,1,0,0,0,0,0,0.0,89759.0
414,0,0,1,1,0,46.0,0,1,1,0,0,0,0,0,0.0,68689.0
415,0,0,1,1,0,35.0,1,1,1,0,0,0,0,0,0.0,100879.0
416,1,0,1,1,0,29.0,1,0,1,0,0,0,0,0,0.0,79954.0
417,0,0,1,1,0,11.0,1,1,1,0,0,0,0,0,0.0,68656.0
418,1,0,0,0,0,11.0,0,0,1,0,0,0,1,1,3.0,37864.0
419,1,0,1,1,1,76.0,1,0,1,0,0,0,0,0,0.0,81994.0
420,0,0,1,1,0,38.0,1,1,1,0,0,0,0,0,4.0,69958.0
421,0,0,1,1,0,11.0,1,1,1,0,0,0,0,0,7.0,87216.0
422,0,1,0,0,0,5.0,0,1,0,0,0,0,1,1,0.0,42405.0
423,1,0,0,1,0,11.0,0,0,1,0,0,0,1,0,0.0,89741.0
424,0,0,1,1,0,70.0,1,1,1,0,0,0,0,0,0.0,102161.0
425,1,0,1,1,1,80.0,1,0,1,0,0,0,0,0,0.0,96455.0
426,0,0,0,0,0,6.0,1,1,1,0,0,0,1,1,0.0,37864.0
427,1,0,1,1,0,11.0,1,0,1,0,0,0,0,0,0.0,68760.0
428,1,0,1,1,0,38.0,1,0,1,0,0,0,0,0,0.0,123609.0
429,0,0,1,1,1,72.0,1,1,1,0,0,0,0,0,0.0,85155.0
430,0,0,1,1,0,5.0,0,1,0,0,0,1,0,0,0.0,101810.0
431,1,0,1,1,0,29.0,1,0,1,0,0,0,0,0,0.0,83942.0
432,1,0,0,0,0,19.0,0,0,1,0,0,0,1,1,0.0,42405.0
433,1,1,1,1,0,14.0,1,0,0,0,0,0,0,0,0.0,137059.0
434,0,0,1,1,0,11.0,1,1,0,0,0,1,0,0,1.0,132754.0
435,0,0,1,1,0,6.0,0,1,0,0,0,1,0,0,0.0,96162.0
436,1,0,1,1,1,29.0,1,0,0,1,0,0,0,0,0.0,68397.0
437,1,0,0,1,0,72.0,1,0,0,1,0,0,1,0,0.0,28765.0
438,1,0,1,1,0,9.0,0,0,0,0,0,1,0,0,9.0,171585.0
439,1,0,1,1,0,11.0,1,0,0,0,0,1,0,0,0.0,102484.0
440,0,0,1,1,0,9.0,0,1,1,0,0,0,0,0,0.0,171585.0
441,1,0,0,1,0,25.0,1,0,1,0,0,0,1,0,0.0,89741.0
442,1,0,1,1,0,7.0,1,0,1,0,0,0,0,0,9.0,73481.0
443,0,0,1,1,0,11.0,1,1,1,0,0,0,0,0,4.0,90408.0
444,1,1,0,0,0,8.0,1,0,1,0,0,0,1,1,0.0,62491.0
445,0,1,1,1,1,78.0,0,1,1,0,0,0,0,0,0.0,111059.0
446,1,0,1,1,1,60.0,1,0,1,0,0,0,0,0,9.0,102484.0
447,0,0,1,1,1,60.0,0,1,1,0,0,0,0,0,0.0,88903.0
448,1,0,0,0,1,74.0,0,0,0,0,1,0,1,1,6.0,46089.0
449,0,0,1,1,1,60.0,1,1,0,0,0,1,0,0,0.0,69888.0
450,1,1,0,0,1,66.0,1,0,0,0,1,0,1,1,4.0,60046.0
451,1,0,0,0,0,73.0,0,0,0,0,1,0,1,1,0.0,74841.0
452,0,0,1,1,0,70.0,1,1,1,0,0,0,0,0,2.0,69958.0
453,1,0,0,0,0,50.0,1,0,1,0,0,0,1,1,0.0,31645.0
454,0,0,1,1,0,13.0,1,1,1,0,0,0,0,0,0.0,90648.0
455,0,0,1,1,0,70.0,1,1,0,0,1,0,0,0,9.0,63140.0
456,0,0,1,1,1,60.0,1,1,1,0,0,0,0,0,0.0,92566.0
457,1,1,1,1,0,11.0,1,0,0,0,0,0,0,0,4.0,108159.0
458,1,0,1,1,1,66.0,1,0,0,0,0,1,0,0,9.0,83334.0
459,0,0,1,1,0,12.0,1,1,1,0,0,0,0,0,0.0,59515.0
460,1,0,1,1,0,49.0,1,0,1,0,0,0,0,0,0.0,88492.0
461,0,0,1,1,0,73.0,1,1,1,0,0,0,0,0,0.0,97596.0
462,0,0,1,1,1,60.0,0,1,0,0,0,1,0,0,0.0,100806.0
463,0,0,1,1,0,68.0,1,1,0,0,1,0,0,0,7.0,53977.0
464,0,0,1,1,0,70.0,1,1,1,0,0,0,0,0,6.0,83585.0
465,1,0,1,1,0,22.0,1,0,1,0,0,0,0,0,0.0,87216.0
466,1,0,1,1,0,11.0,1,0,1,0,0,0,0,0,3.0,111059.0
467,1,0,0,0,0,5.0,0,0,0,0,0,1,1,1,0.0,31645.0
468,0,0,1,1,0,73.0,0,1,0,0,0,1,0,0,0.0,79797.0
469,0,0,1,1,0,5.0,0,1,0,0,0,1,0,0,0.0,87216.0
470,0,0,1,1,0,7.2,1,1,1,0,0,0,0,0,0.0,137739.0
471,0,0,1,1,0,13.0,1,1,1,0,0,0,0,0,0.0,59983.0
472,0,0,1,1,0,11.0,0,1,0,0,0,1,0,0,0.0,137059.0
473,1,0,1,1,1,60.0,1,0,0,0,0,1,0,0,0.0,69404.0
